artist_id,artist_name,month,royalties_usd,spotify_streams,instagram_followers,twitter_followers,track_release_date
A00032,Shannon Lopez,2025-08,8325.51,985354,31873,78592,2024-08-09
A00406,Nicole Diaz,2025-08,15890.18,15455,134489,158736,2025-01-05
A00008,Eileen Golden,2025-08,13914.91,569215,262188,82259,2024-06-01
A00201,Alex Smith,2025-08,10999.13,222711,116991,134207,2022-11-07
A00090,Angel Hurst,2025-08,2093.09,558855,189947,162572,2023-02-19
A00211,Stefanie Ballard,2025-08,1585.15,760095,464819,7298,2025-03-15
A00237,Michael Johnson,2025-08,8459.06,11334,236788,47292,2024-02-09
A00150,Jessica Huff,2025-08,6606.23,492157,408115,116466,2024-02-24
A00493,Samuel Martin,2025-08,3912.36,36389,82156,162036,2023-03-08
A00433,Sierra Baker,2025-08,19114.67,953,123233,183170,2025-02-03
A00148,Stephanie Miller,2025-08,13312.03,470223,85198,155969,2024-03-29
A00202,Norman Chandler,2025-08,9347.53,406387,469668,92655,2024-07-31
A00490,Kenneth Carrillo,2025-08,10566.93,198520,151074,97202,2022-09-30
A00328,Mario Sullivan,2025-08,6144.48,293495,334111,149532,2025-01-03
A00372,Samuel Lewis,2025-08,9951.51,263803,493761,52307,2024-05-09
A00291,Tina Sharp,2025-08,7665.98,148677,456329,42075,2023-08-25
A00439,Kelsey Thornton,2025-08,6256.92,725613,272266,1048,2023-07-16
A00217,Mark Owen,2025-08,15879.89,147424,323992,182267,2024-10-19
A00013,Richard Potter,2025-08,18861.97,198218,207562,99825,2025-01-14
A00152,Alexander Mcconnell,2025-08,8306.64,712980,231493,172143,2024-06-20
A00147,Melissa Mcintosh,2025-08,9595.0,395844,216954,140461,2022-11-13
A00148,Beth James,2025-08,1112.61,427264,370197,184904,2023-01-09
A00341,Cindy Zuniga,2025-08,8865.43,93083,464057,159383,2022-08-17
A00344,Nicole Baker,2025-08,10776.88,550891,248890,7896,2023-09-27
A00345,Steven Sullivan,2025-08,3448.59,937889,97275,1026,2024-07-03
A00499,Jerry Flores Jr.,2025-08,6429.77,668904,402269,199365,2024-02-26
A00315,Mary Reed,2025-08,8495.13,635811,461825,17563,2024-11-11
A00132,Lindsay Humphrey,2025-08,2882.17,957493,109429,175462,2024-03-11
A00399,Jacob Hudson,2025-08,13713.71,463423,3534,118232,2022-10-10
A00081,Kenneth Smith,2025-08,946.59,295928,367417,120295,2023-11-23
A00375,Larry Elliott,2025-08,9908.02,294943,462192,159630,2025-08-03
A00117,Mark Murphy,2025-08,2029.83,679851,231992,58660,2025-01-05
A00177,Joe Erickson,2025-08,5116.48,921563,249181,130597,2024-03-11
A00321,Richard Edwards,2025-08,4195.63,90989,173923,15939,2025-07-09
A00128,James Russell,2025-08,13616.71,112496,265433,75959,2023-02-03
A00040,Laura Arnold,2025-08,9612.34,998644,243551,157424,2023-03-19
A00474,Angela Hernandez,2025-08,19557.03,595378,81277,86931,2022-12-26
A00499,Phillip Ayala,2025-08,3434.4,506147,381646,40865,2024-06-21
A00179,Clarence Rangel,2025-08,7894.84,926916,169413,85003,2023-10-14
A00472,Dawn Preston,2025-08,13220.19,276383,80788,176560,2023-07-12
A00166,Luis Acevedo,2025-08,1036.09,642786,403093,106259,2025-04-21
A00362,Linda Smith,2025-08,12286.28,202257,4799,78036,2024-08-26
A00028,Christopher Thomas,2025-08,11589.75,744196,305030,65343,2023-04-28
A00489,Joe Sanchez,2025-08,672.27,194694,74660,89789,2023-03-05
A00082,Lindsey Johnson,2025-08,14185.2,114961,270811,1184,2023-11-25
A00032,Abigail Dixon,2025-08,10738.9,410383,395286,154541,2023-05-24
A00292,Robert Smith,2025-08,6491.9,157534,439993,47018,2024-10-12
A00171,Alyssa Stone,2025-08,512.6,946948,427170,112062,2024-12-20
A00119,Paul Sullivan,2025-08,10617.46,578980,377380,148221,2025-01-29
A00465,Kelly Hayes,2025-08,12492.61,499688,62339,180257,2023-10-03
A00185,Jason Flores,2025-08,17309.27,268505,430211,58922,2025-07-09
A00290,Tiffany Waller,2025-08,5094.58,605201,393586,131139,2025-05-30
A00345,Cole Jenkins,2025-08,18511.15,722312,334144,15251,2024-09-05
A00257,David Hernandez,2025-08,17879.16,931164,280883,61777,2024-08-20
A00076,Kimberly Hayes,2025-08,16767.32,888552,6134,51491,2025-03-05
A00083,Keith Miller,2025-08,10177.58,506533,303084,163945,2024-06-16
A00476,Jennifer Thomas,2025-08,13540.84,371711,38903,54590,2023-04-07
A00139,David Vazquez,2025-08,15331.71,137484,238181,109148,2024-01-03
A00306,Joseph Edwards,2025-08,12316.7,766027,451828,112849,2025-06-02
A00428,David Williams,2025-08,6294.32,500055,453201,83246,2024-05-02
A00316,Douglas Caldwell,2025-08,5625.1,749843,423520,48619,2025-06-03
A00124,Erin Henderson,2025-08,7686.18,576665,308010,13010,2024-06-21
A00253,Emma Sanchez,2025-08,5096.94,299589,111073,127924,2022-12-31
A00175,Colleen Hernandez,2025-08,15354.39,449729,57240,14498,2024-11-20
A00205,Emily Perez,2025-08,12745.72,997701,193227,29031,2023-06-18
A00254,Shawn White,2025-08,17390.65,959876,413519,136873,2024-11-22
A00177,Brent Rowe,2025-08,11446.56,831583,347502,14065,2022-11-11
A00155,Ricardo Hernandez,2025-08,7935.67,638913,498579,3997,2022-10-30
A00492,Dana Whitaker,2025-08,13545.72,70879,398940,144457,2024-10-12
A00333,Jonathan Flores,2025-08,4444.37,59837,183222,82331,2023-02-14
A00009,Charles Ferguson,2025-08,18564.9,260105,396527,111319,2025-03-23
A00261,Sean Knight,2025-08,17534.72,9014,102741,37509,2024-02-27
A00142,Nancy Hill,2025-08,18798.16,998525,217989,45168,2024-09-21
A00214,Julie Macias,2025-08,3382.04,884029,369141,22555,2025-01-22
A00499,Matthew Smith,2025-08,16113.38,353526,382792,195617,2022-08-18
A00047,Megan Patrick,2025-08,6414.97,33761,27929,168098,2024-11-02
A00162,Vincent Bowen,2025-08,11888.02,173721,56263,169570,2022-09-05
A00243,Jennifer Dunn,2025-08,17773.27,330706,339256,62147,2023-09-10
A00032,Melissa Hood,2025-08,8580.96,399583,320256,42892,2022-11-09
A00331,Calvin Lin,2025-08,5524.48,361132,105324,193939,2024-08-05
A00071,Carrie Miller,2025-08,18171.58,274778,351334,157003,2024-02-21
A00247,Tanya Valdez,2025-08,11887.26,798006,249704,188149,2024-09-10
A00380,Robert Rosales,2025-08,18496.78,4523,438555,172275,2024-03-08
A00486,Gabriel Barr,2025-08,9214.09,278208,82791,23671,2023-11-09
A00042,Aaron Bowen,2025-08,9202.0,501396,267489,62855,2022-12-26
A00220,Kevin Turner,2025-08,6652.58,782137,120856,176367,2023-06-05
A00081,Amy Carroll,2025-08,3431.06,362520,322112,102641,2025-03-20
A00181,Justin Clark,2025-08,19946.26,768028,40827,164804,2024-02-28
A00323,Andre Cannon,2025-08,16444.65,491637,17129,193876,2024-11-19
A00118,Audrey Alvarado,2025-08,8760.58,152217,182294,20690,2023-03-23
A00161,Rebecca Patel,2025-08,19669.73,584027,399282,42598,2025-02-25
A00101,Deborah Walter,2025-08,19992.61,343447,54111,3881,2023-06-02
A00339,Whitney Pace,2025-08,5952.48,333157,68519,108601,2023-11-01
A00108,Martin Sharp,2025-08,5299.58,71244,109541,115147,2023-11-27
A00028,Debra Jefferson,2025-08,3622.9,611839,205460,132342,2023-11-05
A00250,Meghan Thomas,2025-08,200.58,520662,261321,20330,2022-09-05
A00417,Scott Ortiz,2025-08,19709.65,47479,325585,169378,2023-06-28
A00032,Eric Stephens,2025-08,6678.8,882579,497430,171070,2023-03-07
A00273,Anthony Navarro,2025-08,14199.13,433791,8485,100338,2023-12-29
A00473,Wayne Cain,2025-08,13024.46,646169,55705,60423,2023-07-08
A00489,Michelle Jones,2025-08,16844.76,158565,129815,79353,2023-06-05
A00201,Sonia Duffy,2025-08,5416.0,946267,277241,78878,2023-04-20
A00368,William Lloyd,2025-08,8608.91,510608,18507,123428,2024-04-12
A00102,Brittney Harvey,2025-08,7697.26,654136,79427,190786,2024-05-25
A00305,Danielle Miller,2025-08,908.39,765648,57505,129264,2024-08-06
A00051,Scott Hurst,2025-08,10446.88,231748,467670,8519,2023-12-12
A00492,Jacqueline Prince,2025-08,14112.53,846292,305787,196646,2025-02-15
A00214,Tina Woods,2025-08,4798.12,32611,310940,68270,2025-06-03
A00389,Matthew Anderson PhD,2025-08,19730.25,917547,247423,118142,2024-12-31
A00232,Angela Raymond,2025-08,7109.34,815630,36316,188266,2023-05-30
A00132,Teresa Hansen,2025-08,3126.79,301089,426321,122598,2023-08-26
A00450,Erik Reid,2025-08,18261.41,798566,306901,98578,2024-09-19
A00313,Kevin Rogers,2025-08,15113.17,291169,296731,195234,2022-10-28
A00106,Rebecca Tran,2025-08,15362.64,577224,83123,98026,2024-01-14
A00412,Tara Parker,2025-08,18322.27,411111,12788,178765,2023-10-24
A00084,Charles Shelton,2025-08,7062.79,23659,38472,132231,2024-06-28
A00411,Keith Grant,2025-08,4470.44,989211,122972,137856,2024-03-09
A00048,Lawrence Escobar,2025-08,1920.46,533608,388979,43426,2025-05-21
A00240,Geoffrey Murray,2025-08,15888.87,532468,278242,117085,2025-02-12
A00477,Lori Harris,2025-08,2389.86,293546,349036,59166,2023-10-12
A00429,Elizabeth Johnson,2025-08,5026.74,295990,83586,79012,2025-05-01
A00140,Peter Robinson,2025-08,12281.15,343401,417262,92973,2023-09-20
A00137,Sylvia Foster,2025-08,8853.51,835679,227257,69695,2024-07-30
A00089,Cathy Henry,2025-08,5745.2,32050,324113,123460,2023-01-09
A00093,Julie Mitchell,2025-08,11868.05,86028,218402,37281,2023-07-19
A00257,Arthur Gardner,2025-08,882.4,432451,23233,164657,2024-11-18
A00012,Devin Rodgers,2025-08,13274.09,721968,220908,197877,2025-04-22
A00070,Rachel Reese,2025-08,9356.99,353168,303800,128001,2024-11-05
A00293,James Leonard,2025-08,6520.36,773480,496979,176943,2023-04-09
A00075,Tammy Howard,2025-08,17274.61,780876,477381,194947,2023-11-14
A00281,Joseph Robinson,2025-08,13451.21,67178,146742,199908,2024-01-01
A00096,Larry Garcia,2025-08,5842.1,840169,197850,64064,2023-08-27
A00116,Michelle Nguyen,2025-08,7922.1,145044,214346,87918,2024-08-25
A00247,Elizabeth Bailey,2025-08,5112.4,7314,128117,93484,2023-03-27
A00192,Sara Bass,2025-08,12426.21,742706,40789,161645,2024-04-05
A00013,Taylor Randall,2025-08,15118.67,974403,360919,149438,2023-10-06
A00276,Julie Wright,2025-08,4780.2,894490,67328,25597,2023-12-25
A00201,Erin Watson,2025-08,3225.05,727699,349452,74532,2023-06-02
A00459,Alexandria Williams,2025-08,14549.99,103736,275217,32631,2024-03-08
A00460,Patricia Miranda,2025-08,6895.88,30167,475423,192670,2025-01-12
A00206,Mark Bolton,2025-08,7799.09,314144,364327,103511,2024-04-16
A00399,Valerie Moore,2025-08,729.95,668483,142358,55841,2023-02-15
A00191,David White,2025-08,3581.25,472346,392103,143176,2024-07-11
A00275,Jeanette Soto,2025-08,763.29,223858,338309,39949,2024-11-18
A00224,Robert Lopez,2025-08,12695.24,701896,329285,170494,2024-12-03
A00109,Jessica Vaughan,2025-08,17850.36,841549,463872,22190,2024-10-01
A00021,Laura Huynh,2025-08,13880.68,85720,22160,33641,2025-02-07
A00315,Heather French,2025-08,10330.08,588277,452682,128552,2025-05-09
A00334,Veronica Jackson,2025-08,74.35,653243,261854,10564,2023-01-26
A00453,Melanie Peters,2025-08,16639.23,913324,270267,119269,2023-02-17
A00171,Jaime Gallegos,2025-08,19625.44,623311,119746,84887,2025-04-28
A00031,David Hays,2025-08,8804.48,593012,188398,108819,2024-08-10
A00494,Herbert Bass,2025-08,17399.57,405701,68736,84265,2025-05-19
A00041,Bryan Cannon,2025-08,11790.69,260189,117745,18410,2025-07-24
A00369,Jay Sandoval,2025-08,19733.58,929736,450285,93046,2023-08-26
A00282,Donna Martinez,2025-08,14024.41,387042,493495,62063,2024-02-14
A00227,Jessica Hill,2025-08,3692.7,495313,141934,54228,2024-11-22
A00114,Valerie Smith,2025-08,3126.35,431052,364092,191193,2024-06-17
A00067,Mary Jordan,2025-08,12010.94,848828,294417,138530,2024-02-11
A00111,Angela Santiago,2025-08,17526.55,881167,440445,148841,2023-11-19
A00066,Tara Brown,2025-08,6257.68,582530,148347,5469,2022-09-02
A00395,Shelley Gonzalez,2025-08,5703.27,717097,277510,184624,2024-10-15
A00176,Marissa Robinson,2025-08,7811.36,350164,238541,1421,2024-10-12
A00322,James Garcia,2025-08,15986.54,577819,262605,136435,2022-10-05
A00213,Kevin Stewart,2025-08,15644.1,277574,19041,137080,2023-04-09
A00470,Tina Smith,2025-08,459.25,843199,456279,118191,2023-08-10
A00331,Sarah Bennett,2025-08,11367.87,627535,26735,140738,2024-11-06
A00376,Kaitlyn Ray,2025-08,7421.89,855970,438574,138813,2025-06-19
A00331,Kevin Smith,2025-08,11994.17,253373,69028,115263,2022-08-31
A00066,Mike Vazquez,2025-08,17834.22,569357,375893,73186,2023-03-30
A00461,Sonya Roman,2025-08,14699.55,816513,223574,13801,2024-07-11
A00005,James Taylor,2025-08,10455.0,752299,89618,58792,2023-09-26
A00346,Christopher Park,2025-08,12453.41,70697,257570,65259,2024-04-16
A00233,Charles Kelly,2025-08,10704.32,861516,268203,150508,2023-09-03
A00364,Kyle Rivera,2025-08,11138.37,479584,107468,117717,2024-10-10
A00370,Mrs. Ashley White,2025-08,5853.33,169235,189549,175769,2024-02-22
A00221,Mark Dudley,2025-08,11175.8,691222,227756,24027,2023-11-27
A00438,Justin Robertson,2025-08,6995.39,470179,39089,81184,2022-12-11
A00132,Brandon Carrillo,2025-08,6082.44,547863,203975,90507,2024-04-03
A00030,Travis Mcintyre,2025-08,9710.16,260405,28818,126438,2023-04-14
A00169,Barbara Sanchez,2025-08,3105.81,767442,197716,23656,2023-12-29
A00242,Thomas Williams,2025-08,2124.16,935635,184652,128696,2022-08-26
A00171,John Smith,2025-08,426.49,247848,450839,101605,2025-03-09
A00222,Raymond Butler,2025-08,7615.04,308218,161044,15347,2023-04-30
A00455,Alexis Griffith,2025-08,10944.84,232417,324558,179062,2024-12-04
A00389,Virginia Romero DDS,2025-08,16620.68,831519,334411,72083,2025-05-28
A00007,Laura Castillo,2025-08,788.57,241450,233243,26413,2024-07-18
A00296,James Martin,2025-08,12797.79,478689,100562,154156,2024-04-29
A00433,Timothy Scott,2025-08,10615.93,751291,454354,158066,2022-09-08
A00048,Diamond Bray,2025-08,11020.6,408907,424266,32874,2024-01-12
A00354,Oscar Lam,2025-08,16887.23,598864,251496,180310,2024-07-27
A00069,Ruth Diaz,2025-08,5425.83,869578,278220,11993,2024-10-14
A00473,Jessica White,2025-08,13223.68,367783,250062,115897,2024-05-24
A00197,Rachel Vargas,2025-08,11251.08,447630,354406,138118,2023-05-17
A00385,Joseph Williams,2025-08,9304.06,168033,366161,133305,2024-08-15
A00456,Christine Jordan,2025-08,10415.42,739517,308389,120847,2023-12-07
A00114,Billy Chapman,2025-08,9182.91,299453,100219,7439,2022-10-26
A00180,Paul Davis,2025-08,2018.7,766702,231103,24444,2024-11-12
A00430,Bryan Cruz,2025-08,10866.17,198917,334238,100057,2024-11-14
A00309,Erin Monroe,2025-08,11125.15,373895,482146,185441,2025-07-15
A00001,Marvin Smith,2025-08,6365.06,449527,403963,137216,2025-07-24
A00213,Melissa Garcia,2025-08,18936.33,812584,213328,53051,2022-09-18
A00329,Lisa Sweeney,2025-08,4485.8,367510,364067,102153,2025-06-24
A00176,Andrea Soto,2025-08,15059.67,331763,21176,6067,2025-02-14
A00458,Michelle Glenn,2025-08,18630.77,508310,389542,28339,2024-09-01
A00475,Clifford Shields,2025-08,16404.55,716354,436806,40066,2023-06-22
A00116,David Mcmahon,2025-08,7514.38,822318,495919,170423,2022-09-19
A00403,Ryan Martin,2025-08,6795.6,180445,310818,153781,2024-02-04
A00189,Michael Torres,2025-08,14529.73,297057,260008,84881,2022-08-29
A00279,James Rowland,2025-08,10449.4,336587,124240,17962,2024-11-08
A00205,Alexis Evans,2025-08,8150.35,349366,332304,147851,2022-10-30
A00390,David Black,2025-08,7789.72,518127,420079,193620,2024-06-25
A00279,Danny Fisher,2025-08,9262.42,186078,127784,45249,2023-12-09
A00171,John Nicholson,2025-08,2189.7,704572,425915,65088,2025-02-28
A00007,Rachel Powers,2025-08,14226.48,955120,451419,105686,2024-09-26
A00331,Autumn Payne,2025-08,8743.37,449713,299970,23401,2022-10-18
A00080,Karen Griffin,2025-08,4009.12,864297,405719,137753,2025-01-03
A00128,Gregory Jackson,2025-08,2707.35,824449,138277,66912,2023-05-25
A00350,William Austin,2025-08,1064.45,571184,80252,159113,2023-03-05
A00097,Stacy Wilkerson,2025-08,7052.97,857812,397589,196811,2025-07-20
A00014,Bridget Gonzalez,2025-08,11149.25,974474,155264,89308,2022-08-15
A00404,Richard Williams,2025-08,8788.71,656658,427278,180696,2022-10-28
A00299,Anthony Ray,2025-08,1542.14,214,162769,59974,2025-05-13
A00461,Steven Reese,2025-08,1235.22,226050,335167,193641,2024-12-06
A00451,Sean Rivers,2025-08,15333.13,986362,34979,148815,2025-05-24
A00418,Nathan Thompson,2025-08,1979.33,829070,238483,52828,2022-08-07
A00399,Tanya Richard,2025-08,15170.09,471268,498537,117861,2023-05-08
A00454,Michael Fitzgerald,2025-08,9029.62,553659,71365,193863,2024-12-14
A00112,Nathan Schultz,2025-08,3105.44,266154,361709,163924,2023-10-21
A00025,Sonya Ray,2025-08,13587.39,794532,333035,12481,2023-07-05
A00435,Anthony Miller,2025-08,14857.71,510138,214181,128178,2023-09-30
A00275,Kenneth Wright,2025-08,15838.55,99920,60691,199796,2024-11-17
A00101,Deborah Roth,2025-08,11737.85,596347,454703,53438,2025-08-04
A00272,Christopher White,2025-08,4933.9,693692,133061,186321,2023-07-04
A00318,Nicole Kelly,2025-08,11348.58,723245,73584,76038,2024-04-08
A00092,Matthew Hernandez,2025-08,11354.18,322301,37002,11201,2024-04-28
A00203,Robert Reed,2025-08,1340.2,215535,678,13200,2022-10-24
A00448,Kenneth Hanson,2025-08,6343.76,138117,106641,7066,2025-02-13
A00126,Jesus Young,2025-08,18432.55,111243,122582,164959,2024-03-29
A00023,Nicholas Washington,2025-08,4242.57,88513,327108,146305,2023-01-26
A00356,Joshua Kelly,2025-08,5828.67,44343,138048,73903,2024-05-28
A00300,Michelle West,2025-08,10776.18,235065,46747,141448,2023-09-14
A00171,Mark Jones,2025-08,13987.8,747796,59240,74760,2024-12-18
A00408,Ruben Anderson,2025-08,3643.18,139074,436677,106121,2024-06-22
A00200,Danny Davis,2025-08,4684.89,930660,295462,176889,2022-10-11
A00256,Mary Hubbard,2025-08,1642.12,158015,7384,49884,2024-08-29
A00147,Jeffrey Cruz,2025-08,9611.67,716392,312831,84132,2025-05-22
A00172,Maria Smith,2025-08,5126.49,518117,268982,186769,2023-12-04
A00266,Denise Copeland,2025-08,12704.21,653470,273991,24297,2025-05-05
A00375,Susan Henderson,2025-08,7142.85,119173,408321,21357,2024-10-14
A00466,Kenneth Marshall,2025-08,10602.74,543901,407576,47891,2023-03-18
A00405,Beth Cline,2025-08,13298.51,989239,157783,1990,2024-02-28
A00426,Juan Kim,2025-08,16826.7,875473,23614,165533,2024-05-22
A00159,Charles Harris,2025-08,4584.7,427932,285331,198076,2025-04-04
A00138,Trevor Conner,2025-08,8028.25,73995,79940,112774,2024-07-04
A00330,Bryan Cunningham,2025-08,262.4,821869,270577,117876,2023-01-27
A00332,Emily Howard,2025-08,16673.39,151507,13312,9730,2022-12-22
A00053,Thomas Spears,2025-08,4370.99,479945,295190,99711,2023-02-19
A00016,Kelly Levy,2025-08,16796.87,173591,282904,107497,2024-09-24
A00068,Candace Graham,2025-08,10970.5,730880,313650,40482,2025-04-22
A00268,Holly Rodriguez,2025-08,3454.92,892507,164891,37032,2025-08-05
A00357,Jennifer Schneider,2025-08,5588.82,518963,155014,147793,2025-03-17
A00100,Sarah Dixon,2025-08,4692.46,280779,312078,138345,2023-02-19
A00084,Julia Walker,2025-08,9034.84,550450,89838,122737,2022-12-10
A00385,Rebecca Nelson,2025-08,472.14,967061,2907,12785,2024-08-03
A00076,Gregory Knight,2025-08,6091.78,993086,212204,78207,2023-01-28
A00400,Susan Foster,2025-08,4412.11,714477,383798,104156,2024-07-08
A00051,Brittany Black,2025-08,12512.42,773850,12734,176822,2025-03-13
A00298,Patrick Ford,2025-08,12498.38,785579,360121,188763,2023-08-23
A00070,Heidi Webb,2025-08,512.18,932107,259730,103465,2025-05-22
A00099,Joanna Blanchard,2025-08,3579.8,538062,165103,85421,2022-11-15
A00424,Glenn Cochran,2025-08,16370.21,332474,452670,14928,2022-08-18
A00170,Louis Johnson,2025-08,10570.4,586668,377458,3783,2024-12-06
A00456,Veronica Larson,2025-08,1481.94,692152,465915,143657,2024-03-21
A00323,Roberta Lewis,2025-08,543.62,699414,215938,46050,2025-04-12
A00167,Timothy Carter,2025-08,2895.08,794365,43265,101561,2025-02-04
A00417,Tara Morris,2025-08,11924.77,64450,144054,48723,2024-09-10
A00048,Adrienne Schneider,2025-08,1837.63,478692,130350,123158,2023-11-23
A00223,Krista Smith,2025-08,10380.85,111079,130835,193914,2023-08-24
A00168,Robert Kelly,2025-08,2621.0,837281,298871,43968,2024-07-07
A00476,Megan Cobb,2025-08,13098.28,894046,346550,172950,2024-07-17
A00315,Robert Stewart,2025-08,19259.08,992441,72762,185959,2022-12-02
A00467,Russell Williamson,2025-08,7751.71,277263,411687,76175,2024-01-27
A00454,Danny Shaffer,2025-08,6644.71,129952,158497,110976,2023-12-24
A00111,Micheal Johnson,2025-08,13218.51,857184,407266,141632,2024-12-09
A00212,Carlos Hoover Jr.,2025-08,8579.74,699708,250621,170200,2025-07-10
A00093,Timothy Rodriguez,2025-08,3574.13,718235,431545,19367,2025-04-09
A00375,Tiffany Heath,2025-08,7624.42,114227,472070,56608,2025-04-14
A00068,Ryan Brown,2025-08,6176.15,682417,474800,23115,2024-09-19
A00465,Colin Hanson,2025-08,18438.13,71447,396214,26961,2023-05-09
A00358,Jenna Ellis,2025-08,4484.17,763077,259862,42449,2024-07-26
A00413,Jasmine Bradford,2025-08,8116.14,811793,375883,195696,2024-09-03
A00405,Kimberly Hess,2025-08,10866.68,87642,42121,34442,2025-06-24
A00238,Bradley Sanders,2025-08,17073.4,138270,85052,75030,2024-08-14
A00364,James Moran,2025-08,2509.45,527824,221988,66236,2024-03-14
A00136,Larry Dean,2025-08,5784.94,800762,126386,192088,2024-08-22
A00478,Jacob Sanchez,2025-08,2761.0,292695,133900,199059,2023-09-06
A00176,Daniel Thompson,2025-08,6791.76,17538,92371,29542,2023-07-07
A00152,Gabriel Dennis,2025-08,18126.42,729088,366561,48621,2025-05-07
A00497,Barbara Mccann,2025-08,14737.65,115160,478440,2272,2023-09-17
A00434,Heather Collins,2025-08,742.22,164412,172234,97852,2024-11-27
A00073,Michelle Hill,2025-08,13729.59,541404,421292,83557,2025-03-09
A00361,Tiffany Hall,2025-08,13780.99,456080,360729,147647,2025-01-12
A00366,Matthew Rocha,2025-08,6743.52,325919,260615,93267,2023-04-02
A00309,William Sparks,2025-08,18789.81,610896,71957,172262,2025-01-03
A00456,Kenneth Burns,2025-08,19610.71,579243,123215,141556,2025-07-09
A00162,Diane Tyler,2025-08,4441.07,406889,385677,117892,2025-01-03
A00187,Bailey Lawson,2025-08,8045.03,292960,276928,103920,2023-01-22
A00348,Lauren Sherman,2025-08,8521.51,431698,66897,141676,2024-03-24
A00218,Becky Morton,2025-08,2309.09,85645,273441,75997,2024-06-17
A00255,Kelly Walsh,2025-08,17913.05,308848,163474,41076,2022-09-12
A00213,Ralph Norman,2025-08,4613.14,57348,229081,49094,2022-08-13
A00127,Jasmine Burgess,2025-08,375.96,212159,128189,129281,2023-09-16
A00357,Donald Warren,2025-08,10316.7,865473,466954,26759,2025-05-28
A00409,Stanley Davis,2025-08,11548.28,830328,331918,33010,2023-09-30
A00346,Jennifer Barajas,2025-08,17455.23,12432,160258,185085,2023-12-24
A00254,Dale Olsen,2025-08,16982.91,387529,201449,52433,2024-01-22
A00056,Maria Riley,2025-08,13036.76,471208,453000,107934,2023-12-14
A00005,Michelle Haley,2025-08,4591.68,943339,38221,82347,2025-04-08
A00497,Sarah Fitzpatrick,2025-08,5760.08,843162,316727,108793,2025-03-23
A00292,Jimmy Barron,2025-08,1833.58,378658,434119,105613,2023-04-02
A00299,Melissa Hahn,2025-08,17736.88,415421,39953,77132,2025-02-20
A00102,James Macdonald,2025-08,18324.12,590350,326233,173211,2023-12-15
A00303,Tracy Joseph,2025-08,3309.22,827337,124081,26057,2022-08-13
A00168,Marcus Owen,2025-08,14075.37,830218,431704,62268,2022-12-15
A00071,Nancy Farmer,2025-08,7222.99,75047,89611,199412,2022-10-28
A00465,Joseph Castillo,2025-08,611.07,659068,365430,73304,2023-11-29
A00307,Kimberly Walker,2025-08,10485.51,981659,222837,191565,2022-11-26
A00096,Michele Clark,2025-08,19238.5,543582,281155,193494,2023-01-25
A00306,Jeffrey Diaz,2025-08,14773.54,158274,120730,177849,2023-06-30
A00498,Benjamin Guerrero,2025-08,2348.7,576212,398377,126129,2023-08-10
A00107,Travis Warren,2025-08,8116.11,300330,208812,172154,2024-10-27
A00152,Eric Griffith,2025-08,13952.06,522656,319684,160746,2025-06-14
A00232,Scott Rivera,2025-08,15209.17,574265,335798,106606,2024-10-02
A00480,Joshua Watson,2025-08,1069.61,899557,304163,84411,2024-10-25
A00255,Jacqueline Roach,2025-08,18042.89,406600,373837,113459,2023-12-27
A00484,Michele Willis,2025-08,3905.44,376181,416952,172306,2023-08-30
A00038,Jillian Powell,2025-08,5593.12,323212,272250,143022,2022-11-01
A00060,Bryan Harrell,2025-08,4602.38,477332,263772,11772,2024-03-01
A00164,Jason Winters,2025-08,17524.12,819106,279360,78152,2024-02-05
A00341,Heather Chapman,2025-08,2328.17,905902,401547,184232,2023-11-25
A00032,John Woods,2025-08,16943.49,601167,257766,19051,2025-02-24
A00322,Brett Barnes,2025-08,2314.57,162263,413633,183945,2024-10-16
A00096,Michael Marshall,2025-08,637.86,706644,331399,28258,2025-02-19
A00469,Colleen Harrington,2025-08,16560.85,694084,322565,146269,2023-11-12
A00150,Edward Garcia,2025-08,7018.62,681999,293669,181025,2022-12-26
A00206,Michael Smith,2025-08,68.65,522087,141885,30537,2024-01-26
A00260,Jesse Cross,2025-08,232.72,453808,91151,161063,2023-02-01
A00377,Grant Becker,2025-08,18538.95,105055,351254,8115,2022-10-05
A00449,Carlos Mahoney,2025-08,2582.9,245449,273987,98589,2024-08-08
A00472,Peter Ramirez,2025-08,7733.78,910053,466984,48720,2024-07-03
A00235,Keith Smith,2025-08,16876.27,15132,497192,160438,2023-11-20
A00135,Danielle Powell,2025-08,10527.45,720523,460857,113885,2022-12-03
A00266,Teresa Russell,2025-08,12550.25,206179,434502,143264,2024-05-29
A00164,Taylor Rowland,2025-08,6097.66,834099,43666,131492,2023-09-21
A00355,Regina Johnson,2025-08,17302.15,840299,29797,77699,2022-09-10
A00432,Alyssa Aguilar,2025-08,13516.41,891896,377994,53293,2023-09-18
A00465,Scott Smith,2025-08,5013.8,137355,93917,183379,2024-12-09
A00010,Michael Walker,2025-08,8446.84,584228,285581,28266,2024-10-13
A00490,Kendra Martinez,2025-08,3681.1,648349,375516,70218,2024-10-15
A00339,Theresa Little,2025-08,18529.34,971930,183137,190849,2023-12-25
A00003,Jean Green,2025-08,6857.09,996916,112608,183699,2024-05-12
A00118,Brittany Elliott,2025-08,17568.5,973367,28372,162699,2023-11-30
A00277,Kimberly Hill,2025-08,13672.25,490908,200081,199281,2023-05-20
